Ime,Znamka,Letnik,Prevoženi kilometri,Tip goriva,Tip menjalnika,Moč motorja,Cena,Prodajalec
Leapmotor T03,Leapmotor,2025,11176,,Avtomatski,95,10988,Pravna oseba
Alfa Romeo Junior,Alfa,2025,20009,Bencin,Avtomatski,136,19988,Pravna oseba
BMW Serija 3,BMW,2021,175000,Dizel,Avtomatski,190,19900,Fizična oseba
BMW serija 5 Touring:,BMW,2015,223000,Dizel,Ročni,190,8650,Pravna oseba
BMW serija X1:,BMW,2016,163011,Dizel,Avtomatski,150,13850,Pravna oseba
Audi A4 Avant,Audi,2016,214045,Dizel,Ročni,136,11850,Pravna oseba
Peugeot 2008,Peugeot,2015,132000,Bencin,Ročni,110,5800,Pravna oseba
Opel Astra,Opel,2012,225000,Dizel,Ročni,110,2950,Pravna oseba
Peugeot 108,Peugeot,2015,122000,Bencin,Ročni,82,6350,Pravna oseba
Citroën C3 Aircross,Citroën,2018,145000,Bencin,Ročni,110,7300,Pravna oseba
Škoda Octavia,Škoda,2023,136000,Dizel,Avtomatski,150,21850,Pravna oseba
Škoda Octavia,Škoda,2022,159000,Dizel,Avtomatski,150,18850,Pravna oseba
Volkswagen Passat Variant,Volkswagen,2014,255000,Dizel,Avtomatski,140,8250,Pravna oseba
Suzuki SX4 S-Cross,Suzuki,2017,199000,Bencin,Ročni,111,7850,Pravna oseba
Suzuki SX4 S-Cross,Suzuki,2017,199000,Bencin,Ročni,111,7850,Pravna oseba
Citroën C4,Citroën,2013,262000,Dizel,Ročni,116,3700,Fizična oseba
Audi A6,Audi,2017,173000,Dizel,Avtomatski,190,17850,Pravna oseba
Audi A4,Audi,2017,247000,Dizel,Avtomatski,190,14490,Pravna oseba
Citroën C3,Citroën,2018,71000,Bencin,Ročni,82,6400,Fizična oseba
Volkswagen Golf,Volkswagen,2017,235704,Dizel,Ročni,116,7999,Pravna oseba
Audi A4,Audi,2019,190373,Dizel,Avtomatski,150,17990,Pravna oseba
Audi A7 Limousine,Audi,2016,179500,Dizel,Avtomatski,272,21490,Pravna oseba
BMW Serija 3,BMW,2025,25425,Dizel,Avtomatski,190,45990,Pravna oseba
Mercedes-Benz GLE-Razred,Mercedes-Benz,2026,3800,Bencin,Avtomatski,435,114990,Pravna oseba
Toyota RAV4,Toyota,2023,84337,Hibrid,Avtomatski,178,,Pravna oseba
Smart Smart fortwo,Smart,2017,91932,Bencin,Ročni,90,9990,Pravna oseba
Nissan Townstar,Nissan,2023,105069,Bencin,Ročni,131,16490,Pravna oseba
KIA EV6,KIA,2022,100500,,Ročni,320,33000,Fizična oseba
Renault Twingo,Renault,2021,73106,Bencin,Ročni,65,7888,Pravna oseba
Renault Megane,Renault,2017,143866,Dizel,Ročni,110,8555,Pravna oseba
Volkswagen Beetle,Volkswagen,2015,80000,Bencin,Ročni,105,13650,Pravna oseba
Volkswagen Passat,Volkswagen,2015,250978,Dizel,Avtomatski,239,Cena po dogovoru,Pravna oseba
Škoda Karoq,Škoda,2024,49353,Bencin,Avtomatski,150,26850,Pravna oseba
BMW Serija 3,BMW,2017,240000,Dizel,Avtomatski,190,14940,Pravna oseba
Volkswagen Tiguan,Volkswagen,2023,96597,Dizel,Avtomatski,150,27980,Pravna oseba
MINI Countryman Cooper,MINI,2021,144400,Dizel,Avtomatski,150,,Pravna oseba
BMW serija 3:,BMW,2015,195000,Bencin,Avtomatski,245,17490,Pravna oseba
Audi A6,Audi,2020,120536,Dizel,Avtomatski,286,27900,Fizična oseba
Mercedes-Benz V-Razred,Mercedes-Benz,2019,149980,Dizel,Avtomatski,190,37980,Pravna oseba
Ford B-MAX,Ford,2013,165500,Bencin,Ročni,101,3300,Fizična oseba
Škoda Octavia,Škoda,2013,245000,Dizel,Ročni,105,,Pravna oseba
Audi A3,Audi,2022,43341,Bencin,Ročni,150,20999,Pravna oseba
BMW X1,BMW,2025,44837,Dizel,Avtomatski,197,46990,Pravna oseba
Peugeot Rifter,Peugeot,2019,225000,Dizel,Avtomatski,131,10850,Pravna oseba
Volkswagen Beetle,Volkswagen,2013,180193,Bencin,Ročni,105,8490,Pravna oseba
Seat Ateca,Seat,2017,110500,Bencin,Ročni,150,,Pravna oseba
Opel Mokka,Opel,2021,110319,Bencin,Ročni,131,11990,Pravna oseba
Opel Corsa,Opel,2022,54287,Bencin,Avtomatski,131,11490,Pravna oseba
Nissan Navara,Nissan,2019,149747,Dizel,Avtomatski,190,23990,Pravna oseba
Mercedes-Benz V-Razred,Mercedes-Benz,,,Dizel,Avtomatski,237,,Pravna oseba
Mercedes-Benz V-Razred,Mercedes-Benz,,,Dizel,Avtomatski,237,,Pravna oseba
Mercedes-Benz V-Razred,Mercedes-Benz,,,Dizel,Avtomatski,237,,Pravna oseba
Mercedes-Benz V-Razred,Mercedes-Benz,,,Dizel,Avtomatski,237,,Pravna oseba
Mercedes-Benz G-Razred,Mercedes-Benz,2025,10255,Dizel,Avtomatski,367,,Pravna oseba
Mercedes-Benz GLE-Razred,Mercedes-Benz,2017,206971,Dizel,Avtomatski,258,23490,Pravna oseba
Mercedes-Benz GLE-Razred,Mercedes-Benz,,,Bencin,Avtomatski,435,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,,,,Avtomatski,489,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,,,Dizel,Avtomatski,197,74490,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,,,Dizel,Avtomatski,197,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,,,Dizel,Avtomatski,197,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2025,10954,Dizel,Avtomatski,197,64990,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,,,Dizel,Avtomatski,197,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,,,Dizel,Avtomatski,197,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,,,Dizel,Avtomatski,197,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,,,Dizel,Avtomatski,197,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2023,31550,Dizel,Avtomatski,197,55990,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2020,235254,Dizel,Avtomatski,194,29990,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2025,1,Dizel,Avtomatski,197,68490,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2026,17500,Dizel,Avtomatski,197,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,,,Dizel,Avtomatski,197,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2025,9000,Dizel,Avtomatski,197,63990,Pravna oseba
Mercedes-Benz GLB-Razred,Mercedes-Benz,2026,1,Bencin,Avtomatski,163,,Pravna oseba
Mercedes-Benz GLA-Razred,Mercedes-Benz,2025,7021,Dizel,Avtomatski,150,41990,Pravna oseba
Mercedes-Benz GLA-Razred,Mercedes-Benz,,,Bencin,Avtomatski,163,,Pravna oseba
Mercedes-Benz GLA-Razred,Mercedes-Benz,2025,9154,Bencin,Avtomatski,163,41490,Pravna oseba
Mercedes-Benz GLA-Razred,Mercedes-Benz,2026,9000,Bencin,Avtomatski,136,39990,Pravna oseba
Mercedes-Benz GLA-Razred,Mercedes-Benz,,,Bencin,Avtomatski,136,,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2023,20190,Dizel,Avtomatski,200,50990,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2018,95233,Dizel,Avtomatski,194,21990,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2021,60438,Dizel,Avtomatski,160,36990,Pravna oseba
Mercedes-Benz EQS,Mercedes-Benz,2022,150000,,Avtomatski,292,44000,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2025,12171,Dizel,Avtomatski,265,46490,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2024,25000,Dizel,Avtomatski,197,37990,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2023,41960,Bencin,Avtomatski,170,29490,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,2026,1000,Bencin,Avtomatski,163,54990,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,,,,Avtomatski,224,,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,,,Bencin,Avtomatski,163,,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,2026,1000,Bencin,Avtomatski,163,,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,,,Bencin,Avtomatski,136,,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,,,Bencin,Avtomatski,136,,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,2025,16579,Bencin,Avtomatski,190,,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,2024,56783,Bencin,Avtomatski,136,26990,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,,,Bencin,Avtomatski,163,,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,,,Bencin,Avtomatski,136,,Pravna oseba
Mercedes-Benz B-Razred,Mercedes-Benz,2020,155898,Dizel,Ročni,116,14690,Pravna oseba
Mercedes-Benz A-Razred,Mercedes-Benz,2025,19588,Bencin,Avtomatski,136,32490,Pravna oseba
KIA Sportage,KIA,2025,11,Bencin,Avtomatski,160,28490,Pravna oseba
Audi A3,Audi,2020,115714,Dizel,Ročni,116,15990,Pravna oseba
Audi A6,Audi,2018,129500,Dizel,Avtomatski,286,32880,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,,,Bencin,Avtomatski,136,,Pravna oseba
Alfa Romeo Stelvio,Alfa,2024,34542,Dizel,Avtomatski,209,36990,Pravna oseba
Cupra Formentor,Cupra,2025,8320,Bencin,Avtomatski,204,34900,Pravna oseba
KIA Rio,KIA,2020,47450,Bencin,Ročni,84,9970,Pravna oseba
Volkswagen Tiguan,Volkswagen,2022,118564,Dizel,Avtomatski,200,30990,Pravna oseba
Opel Insignia,Opel,2018,87938,Bencin,Ročni,140,11290,Pravna oseba
BMW serija 2 Active Tourer:,BMW,2015,266000,Dizel,Ročni,150,4490,Pravna oseba
Volkswagen Tiguan,Volkswagen,2021,104619,Bencin,Avtomatski,150,26490,Pravna oseba
Volkswagen T-Roc,Volkswagen,2022,117892,Dizel,Avtomatski,150,18990,Pravna oseba
Volkswagen Tiguan Allspace,Volkswagen,2023,99988,Dizel,Avtomatski,200,30990,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2011,305600,Dizel,Avtomatski,170,7999,Pravna oseba
BMW serija 2 Gran Coupe:,BMW,2021,225000,Dizel,Avtomatski,140,15450,Pravna oseba
Mercedes-Benz GLE-Razred,Mercedes-Benz,2018,293500,Dizel,Avtomatski,204,26490,Pravna oseba
Audi A6,Audi,2018,160000,Dizel,Avtomatski,286,26350,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,2023,143956,Dizel,Avtomatski,150,,Pravna oseba
Mitsubishi Eclipse Cross,Mitsubishi,2022,19000,Hibrid,Avtomatski,188,24990,Pravna oseba
Mercedes-Benz GLB-Razred,Mercedes-Benz,2025,18676,Bencin,Avtomatski,163,,Pravna oseba
Mercedes-Benz GLB-Razred,Mercedes-Benz,2025,24284,Dizel,Avtomatski,150,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2025,34494,Bencin,Avtomatski,204,48990,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2024,55983,Dizel,Avtomatski,200,43990,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2026,7915,Dizel,Avtomatski,200,63990,Pravna oseba
KIA XCeed,KIA,2021,41413,Bencin,Ročni,120,16299,Pravna oseba
KIA XCeed,KIA,2025,30161,Bencin,Avtomatski,140,22999,Pravna oseba
KIA Sportage,KIA,2025,13738,Bencin,Avtomatski,150,25799,Pravna oseba
Hyundai i20,Hyundai,2019,74793,Bencin,Ročni,75,9999,Pravna oseba
KIA XCeed,KIA,2025,18857,Bencin,Ročni,140,21899,Pravna oseba
KIA Sportage,KIA,2025,11944,Bencin,Avtomatski,160,25999,Pravna oseba
KIA XCeed,KIA,2025,14549,Bencin,Avtomatski,140,23499,Pravna oseba
Ford Focus,Ford,2018,159000,Dizel,Ročni,95,7900,Fizična oseba
Mercedes-Benz A-Razred,Mercedes-Benz,2008,213402,Bencin,Ročni,95,2490,Pravna oseba
BMW X3,BMW,2018,175000,Dizel,Avtomatski,265,26950,Pravna oseba
Volkswagen Golf,Volkswagen,2025,23812,Bencin,Ročni,116,22480,Pravna oseba
Volkswagen T-Roc,Volkswagen,2022,128342,Dizel,Avtomatski,150,19880,Pravna oseba
Volkswagen Touran,Volkswagen,2022,149096,Dizel,Avtomatski,150,20480,Pravna oseba
Volvo XC60,Volvo,2021,135254,Dizel,Avtomatski,197,30980,Pravna oseba
Audi Q5,Audi,2022,107318,Dizel,Avtomatski,204,32980,Pravna oseba
Volkswagen Tiguan,Volkswagen,2024,59002,Dizel,Avtomatski,150,32980,Pravna oseba
Volkswagen Passat Variant,Volkswagen,2023,134928,Dizel,Avtomatski,150,21980,Pravna oseba
Volkswagen Passat Variant,Volkswagen,2022,130969,Dizel,Avtomatski,150,19980,Pravna oseba
Volkswagen Golf Variant,Volkswagen,2022,144013,Dizel,Avtomatski,150,15980,Pravna oseba
Volkswagen Golf Variant,Volkswagen,2023,136489,Dizel,Avtomatski,200,23980,Pravna oseba
Škoda Octavia,Škoda,2023,110761,Dizel,Avtomatski,200,25980,Pravna oseba
Škoda Karoq,Škoda,2018,215823,Dizel,Ročni,116,12980,Pravna oseba
MINI Cooper,MINI,2021,74001,,Avtomatski,184,15980,Pravna oseba
Fiat 500X,Fiat,2019,84000,Bencin,Ročni,120,9980,Pravna oseba
Renault Mégane,Renault,2010,228000,Bencin,Ročni,131,2590,Pravna oseba
BMW X1,BMW,2025,30638,Dizel,Avtomatski,150,44900,Pravna oseba
BMW X1,BMW,2025,30617,Dizel,Avtomatski,150,44900,Pravna oseba
Volkswagen Polo,Volkswagen,,,Bencin,Ročni,95,19462,Pravna oseba
Volkswagen Taigo,Volkswagen,,,Bencin,Avtomatski,150,25925,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Dizel,Avtomatski,150,43472,Pravna oseba
Volkswagen California,Volkswagen,,,Dizel,Avtomatski,150,68298,Pravna oseba
Volkswagen Passat,Volkswagen,,,Dizel,Avtomatski,193,45951,Pravna oseba
Volkswagen Golf,Volkswagen,,,Bencin,Avtomatski,265,38584,Pravna oseba
Volkswagen ID.Buzz,Volkswagen,,,,Avtomatski,286,,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Bencin,Avtomatski,150,42227,Pravna oseba
Volkswagen Tayron,Volkswagen,,,Dizel,Avtomatski,193,51594,Pravna oseba
Volkswagen ID.7,Volkswagen,,,,Avtomatski,286,51994,Pravna oseba
Volkswagen T-Roc,Volkswagen,,,Bencin,Avtomatski,150,35990,Pravna oseba
Volkswagen Caddy,Volkswagen,,,Dizel,Ročni,102,33378,Pravna oseba
Volkswagen T-Roc,Volkswagen,,,Bencin,Avtomatski,150,35436,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Hibrid,Avtomatski,272,51990,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Bencin,Avtomatski,150,42920,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Dizel,Avtomatski,150,50379,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Bencin,Avtomatski,150,49227,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Dizel,Avtomatski,193,55971,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Bencin,Avtomatski,150,37908,Pravna oseba
Volkswagen Taigo,Volkswagen,,,Bencin,Avtomatski,150,26703,Pravna oseba
Volkswagen Caravelle,Volkswagen,,,Dizel,Avtomatski,150,59321,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Bencin,Avtomatski,150,44575,Pravna oseba
Volkswagen Multivan,Volkswagen,,,Dizel,Avtomatski,150,60026,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Dizel,Avtomatski,150,47466,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Dizel,Avtomatski,150,49990,Pravna oseba
Volkswagen Golf,Volkswagen,,,Bencin,Avtomatski,150,28049,Pravna oseba
Volkswagen Golf,Volkswagen,,,Bencin,Avtomatski,150,32270,Pravna oseba
Volkswagen Multivan,Volkswagen,,,Dizel,Avtomatski,150,63479,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Dizel,Avtomatski,150,48580,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Bencin,Avtomatski,150,44815,Pravna oseba
Volkswagen Caddy,Volkswagen,,,Dizel,Ročni,102,30179,Pravna oseba
Volkswagen Golf,Volkswagen,,,Bencin,Avtomatski,150,34249,Pravna oseba
Volkswagen Golf,Volkswagen,,,Bencin,Avtomatski,150,31977,Pravna oseba
Volkswagen T-Roc,Volkswagen,2025,16585,Dizel,Avtomatski,150,30990,Pravna oseba
Volkswagen Tiguan,Volkswagen,2026,4500,Bencin,Avtomatski,150,38950,Pravna oseba
Volkswagen Passat,Volkswagen,,,Bencin,Avtomatski,150,37495,Pravna oseba
Volkswagen Passat,Volkswagen,,,Dizel,Avtomatski,150,39852,Pravna oseba
Volkswagen Passat,Volkswagen,,,Dizel,Avtomatski,150,37882,Pravna oseba
Volkswagen Tayron,Volkswagen,,,Dizel,Avtomatski,193,52351,Pravna oseba
Volkswagen Touran,Volkswagen,2024,37900,Bencin,Avtomatski,150,29990,Pravna oseba
Volkswagen T-Roc,Volkswagen,,,Bencin,Avtomatski,150,29993,Pravna oseba
Volkswagen Tayron,Volkswagen,,,Dizel,Avtomatski,150,46943,Pravna oseba
Volkswagen T-Roc,Volkswagen,,,Bencin,Avtomatski,116,29330,Pravna oseba
Volkswagen T-Roc,Volkswagen,,,Bencin,Avtomatski,150,34692,Pravna oseba
Volkswagen Tayron,Volkswagen,,,Bencin,Avtomatski,150,39970,Pravna oseba
Volkswagen Tiguan,Volkswagen,2025,6818,Bencin,Avtomatski,150,40990,Pravna oseba
Volkswagen -,Volkswagen,,,,Avtomatski,211,,Pravna oseba
Volkswagen Tayron,Volkswagen,,,Dizel,Avtomatski,150,48338,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Dizel,Avtomatski,193,49997,Pravna oseba
Volkswagen -,Volkswagen,,,,Avtomatski,211,,Pravna oseba
Volkswagen T-Cross,Volkswagen,,,Bencin,Ročni,116,22267,Pravna oseba
Volkswagen Tayron,Volkswagen,,,Bencin,Avtomatski,204,47950,Pravna oseba
Volkswagen Golf,Volkswagen,,,Bencin,Avtomatski,150,27998,Pravna oseba
Volkswagen T-Roc,Volkswagen,,,Bencin,Avtomatski,116,28931,Pravna oseba
Volkswagen Tiguan,Volkswagen,,,Dizel,Avtomatski,150,45991,Pravna oseba
Volkswagen Tiguan,Volkswagen,2025,17500,Bencin,Avtomatski,150,31990,Pravna oseba
Volkswagen T-Roc,Volkswagen,,,Bencin,Avtomatski,150,39270,Pravna oseba
Volkswagen Tayron,Volkswagen,,,Dizel,Avtomatski,150,49983,Pravna oseba
Volkswagen Sharan,Volkswagen,2017,149483,Dizel,Avtomatski,150,Cena po dogovoru,Pravna oseba
Audi Q3,Audi,2021,128121,Bencin,Avtomatski,150,28990,Pravna oseba
Audi A4,Audi,2023,72174,Bencin,Avtomatski,204,26990,Pravna oseba
Škoda Superb,Škoda,2020,106800,Dizel,Avtomatski,150,23990,Pravna oseba
Audi A4,Audi,2023,43430,Bencin,Avtomatski,204,28990,Pravna oseba
Volkswagen T-Roc,Volkswagen,2024,42509,Bencin,Avtomatski,300,31990,Pravna oseba
Cupra Formentor,Cupra,2022,53372,Bencin,Avtomatski,150,23990,Pravna oseba
Škoda Fabia,Škoda,2024,43318,Bencin,Avtomatski,110,16990,Pravna oseba
Volkswagen Arteon,Volkswagen,2023,89549,Dizel,Avtomatski,150,27990,Pravna oseba
Volkswagen Tiguan Allspace,Volkswagen,2023,103235,Dizel,Avtomatski,200,32990,Pravna oseba
Volkswagen Tiguan,Volkswagen,2022,73620,Dizel,Avtomatski,150,24990,Pravna oseba
Volkswagen T-Roc,Volkswagen,2023,135375,Dizel,Avtomatski,150,23990,Pravna oseba
Volkswagen Tiguan,Volkswagen,2025,11841,Bencin,Avtomatski,150,39990,Pravna oseba
Volkswagen Tiguan,Volkswagen,2025,18940,Dizel,Avtomatski,150,39990,Pravna oseba
Volkswagen Tiguan,Volkswagen,2023,84430,Bencin,Avtomatski,150,24490,Pravna oseba
Škoda Kodiaq,Škoda,2023,94741,Dizel,Avtomatski,150,31990,Pravna oseba
BMW Serija 3,BMW,2024,14440,Bencin,Avtomatski,184,39990,Pravna oseba
Volkswagen T-Cross,Volkswagen,2019,40304,Bencin,Ročni,116,14990,Pravna oseba
Dacia Jogger,Dacia,2023,38285,Bencin,Ročni,110,14990,Pravna oseba
Volkswagen Golf,Volkswagen,2025,13420,Bencin,Avtomatski,150,27490,Pravna oseba
Volkswagen Passat,Volkswagen,2022,128431,Dizel,Avtomatski,150,19990,Pravna oseba
Volkswagen Golf,Volkswagen,2024,26904,Bencin,Avtomatski,150,23990,Pravna oseba
Audi A3,Audi,2022,116753,Dizel,Avtomatski,150,23990,Pravna oseba
Volkswagen Tiguan,Volkswagen,2025,36780,Dizel,Avtomatski,150,38990,Pravna oseba
Volkswagen Passat,Volkswagen,2021,158933,Dizel,Avtomatski,150,20990,Pravna oseba
Volkswagen Tayron,Volkswagen,2025,23000,Dizel,Avtomatski,193,48990,Pravna oseba
Volkswagen T-Roc,Volkswagen,2022,44954,Bencin,Avtomatski,150,21990,Pravna oseba
Volkswagen Tiguan,Volkswagen,2025,25525,Dizel,Avtomatski,150,39990,Pravna oseba
Volkswagen Tiguan,Volkswagen,2021,62000,Bencin,Ročni,131,21990,Pravna oseba
Škoda Kodiaq,Škoda,2023,134330,Bencin,Avtomatski,190,31990,Pravna oseba
Volkswagen Golf,Volkswagen,2025,32875,Bencin,Avtomatski,116,23990,Pravna oseba
Renault Scénic,Renault,2022,171341,Bencin,Ročni,140,12490,Pravna oseba
Volkswagen Tiguan,Volkswagen,2025,26658,Bencin,Avtomatski,150,38990,Pravna oseba
Škoda Octavia,Škoda,2019,178223,Dizel,Avtomatski,150,12290,Pravna oseba
Mercedes-Benz S-Razred,Mercedes-Benz,2025,13514,Dizel,Avtomatski,367,115900,Pravna oseba
Škoda Karoq,Škoda,2020,149949,Dizel,Avtomatski,150,17990,Pravna oseba
Volkswagen Tiguan,Volkswagen,2025,16838,Bencin,Avtomatski,150,39990,Pravna oseba
Volkswagen Taigo,Volkswagen,2024,30729,Bencin,Ročni,116,17990,Pravna oseba
Audi S3,Audi,2018,103922,Bencin,Avtomatski,400,33990,Pravna oseba
Volkswagen Golf,Volkswagen,2024,43688,Bencin,Avtomatski,150,26990,Pravna oseba
Volkswagen Golf,Volkswagen,2016,116649,Bencin,Ročni,125,12990,Pravna oseba
Volkswagen Arteon,Volkswagen,2023,100544,Bencin,Avtomatski,190,27990,Pravna oseba
Volkswagen Passat,Volkswagen,2021,138236,Bencin,Avtomatski,150,22490,Pravna oseba
Volkswagen Taigo,Volkswagen,2023,32344,Bencin,Avtomatski,110,17990,Pravna oseba
Seat Ateca,Seat,2023,109820,Dizel,Avtomatski,150,19990,Pravna oseba
Audi Q2,Audi,2023,65145,Bencin,Avtomatski,150,21990,Pravna oseba
Audi Q5,Audi,2023,122056,Dizel,Avtomatski,204,33990,Pravna oseba
Volkswagen T-Roc,Volkswagen,2021,98900,Dizel,Avtomatski,190,21490,Pravna oseba
Volkswagen Tiguan,Volkswagen,2024,37800,Dizel,Avtomatski,200,34990,Pravna oseba
BMW Serija 1,BMW,2020,79615,Bencin,Avtomatski,140,18990,Pravna oseba
Volkswagen T-Roc,Volkswagen,2023,50548,Dizel,Avtomatski,150,22990,Pravna oseba
Ford Focus,Ford,2020,168541,Dizel,Ročni,95,8990,Pravna oseba
Volkswagen Tiguan,Volkswagen,2023,76227,Dizel,Avtomatski,150,26990,Pravna oseba
Audi Q3,Audi,2022,100475,Bencin,Avtomatski,150,28990,Pravna oseba
Volkswagen T-Roc,Volkswagen,2023,49537,Bencin,Ročni,110,20990,Pravna oseba
Volkswagen Touran,Volkswagen,2022,112475,Dizel,Avtomatski,150,22990,Pravna oseba
Škoda Octavia,Škoda,2023,81653,Dizel,Ročni,116,16990,Pravna oseba
Škoda Kodiaq,Škoda,2023,99652,Bencin,Avtomatski,150,29990,Pravna oseba
Volkswagen Passat,Volkswagen,2020,172300,Dizel,Avtomatski,150,14490,Pravna oseba
Škoda Superb,Škoda,2020,115955,Bencin,Avtomatski,272,25990,Pravna oseba
Škoda Enyaq,Škoda,2022,78657,,Avtomatski,179,21990,Pravna oseba
Audi A1,Audi,2021,82409,Bencin,Avtomatski,110,16490,Pravna oseba
Citroën C5 X,Citroën,2023,47020,Bencin,Avtomatski,179,22990,Pravna oseba
Audi Q3,Audi,2023,30612,Bencin,Avtomatski,150,31990,Pravna oseba
Volkswagen Touran,Volkswagen,2024,46200,Bencin,Avtomatski,150,28990,Pravna oseba
Škoda Kodiaq,Škoda,2022,111154,Bencin,Avtomatski,150,26990,Pravna oseba
Volkswagen Touran,Volkswagen,2024,49400,Bencin,Avtomatski,150,29990,Pravna oseba
BMW X6,BMW,2021,93700,Bencin,Avtomatski,625,71900,Pravna oseba
Volkswagen T-Cross,Volkswagen,2026,1,Bencin,Avtomatski,116,24990,Pravna oseba
Renault Koleos,Renault,2020,188268,Dizel,Avtomatski,190,14990,Pravna oseba
BMW X1,BMW,2023,57119,Bencin,Avtomatski,136,32990,Pravna oseba
Honda HR-V,Honda,2024,9572,Bencin,Avtomatski,107,29900,Pravna oseba
KIA Sportage,KIA,2025,19542,Bencin,Ročni,160,24799,Pravna oseba
BMW Serija 1,BMW,2022,112417,Bencin,Ročni,178,23990,Pravna oseba
Škoda Superb,Škoda,2020,115600,Hibrid,Avtomatski,156,20990,Pravna oseba
Mercedes-Benz B-Razred,Mercedes-Benz,2018,188900,Bencin,Avtomatski,156,14990,Pravna oseba
Citroën C3,Citroën,2019,104990,Bencin,Ročni,83,6490,Pravna oseba
BMW serija 3:,BMW,2019,176000,Dizel,Avtomatski,150,18950,Pravna oseba
Audi Q5,Audi,2016,235000,Dizel,Avtomatski,190,14850,Pravna oseba
Ford C-Max,Ford,2016,159000,Dizel,Ročni,120,6600,Pravna oseba
BMW X5,BMW,2017,167876,Dizel,Avtomatski,258,24900,Fizična oseba
Seat Altea,Seat,2015,144000,Dizel,Ročni,105,7400,Fizična oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2020,105214,Bencin,Avtomatski,197,32300,Fizična oseba
Volkswagen Polo,Volkswagen,2014,135645,Bencin,Avtomatski,90,8500,Fizična oseba
Land Rover Range Rover Evoque,Land,2014,161405,Dizel,Avtomatski,150,11990,Pravna oseba
Renault Scenic,Renault,2017,219000,Dizel,Ročni,131,7490,Pravna oseba
Audi A5 Sportback,Audi,2010,380000,Dizel,Ročni,190,5990,Pravna oseba
Mercedes-Benz GLK-Razred,Mercedes-Benz,2011,325994,Dizel,Avtomatski,170,5999,Pravna oseba
Volkswagen T-Roc,Volkswagen,2019,137999,Dizel,Ročni,150,17990,Pravna oseba
Honda ZR-V,Honda,,,Hibrid,Avtomatski,184,,Pravna oseba
